date,Prec [mm/day],T max [degC],T min [degC],rH mean [%], windspeed [m/s], sunshine [h/h]
1993-08-06, 0, 20.6, 13.3, 61, 4.34398, 0.665983
1993-08-07, 0, 23.3, 7.8, 67, 0.137369, 0.66841
1993-08-08, 0, 25.4, 12.5, 72, 1.85302, 0.623448
1993-08-09, 7.5, 21.6, 12.6, 67, 3.70896, 0.346905
1993-08-10, 0, 20.3, 13.6, 77, 3.70896, 0.491613
1993-08-11, 13.6, 20.4, 8.4, 59, 1.85302, 0.520927
1993-08-12, 4.5, 23.6, 16.2, 66, 3.70896, 0.419748
1993-08-13, 0.1, 22.5, 12.8, 56, 2.91607, 0.842822
1993-08-14, 0.4, 28.8, 9.3, 63, 1.85302, 0.790713
1993-08-15, 0, 25.7, 17, 71, 2.36457, 0.578032
1993-08-16, 0, 28, 13.9, 64, 1.85302, 0.678305
1993-08-17, 0, 22.2, 13.4, 61, 2.91607, 0.786451
1993-08-18, 0, 25.1, 9.2, 58, 1.85302, 0.726292
1993-08-19, 0, 26.2, 10, 53, 2.36457, 0.729376
1993-08-20, 0, 25.3, 11.4, 54, 1.85302, 0.391143
1993-08-21, 0, 28.4, 17.7, 62, 1.85302, 0.757107
1993-08-22, 1.9, 29, 14.4, 75, 4.34398, 0.516513
1993-08-23, 0, 17, 8.7, 64, 1.23914, 0.453946
1993-08-24, 0.1, 18.1, 5.9, 71, 1.23914, 0.52111
1993-08-25, 0.7, 18.5, 6.2, 67, 0.836, 0.574349
1993-08-26, 15.5, 20, 9.4, 73, 0.836, 0.482016
1993-08-27, 2.8, 19, 8, 69, 2.91607, 0.513573
1993-08-28, 4.9, 18.1, 10.5, 60, 2.36457, 0.685473
1993-08-29, 1.1, 20.9, 4.6, 58, 0.836, 0.829365
1993-08-30, 2, 17.7, 9, 70, 2.91607, 0.126478
1993-08-31, 0, 16.9, 10.7, 75, 3.70896, 0.0672761
1993-09-01, 0, 18.9, 11, 63, 0.836, 0.465671
1993-09-02, 0, 16, 5.9, 85, 1.23914, 0
1993-09-03, 0, 16, 11.6, 86, 2.91607, 0.128921
1993-09-04, 0, 17.4, 10, 71, 1.85302, 0.464861
1993-09-05, 0, 17.1, 7.9, 66, 1.85302, 0.719869
1993-09-06, 0, 20, 2.4, 66, 0.836, 0.823489
1993-09-07, 0, 21.4, 3.8, 69, 1.85302, 0.67291
1993-09-08, 0.4, 22.2, 12.5, 88, 2.91607, 0.233205
1993-09-09, 2.2, 18.6, 12, 90, 2.36457, 0.148444
1993-09-10, 0.5, 18.8, 13.5, 89, 1.23914, 0.266991
1993-09-11, 2.2, 17.7, 11.1, 88, 1.85302, 0.189431
1993-09-12, 3.8, 18.6, 11.8, 80, 1.85302, 0.372885
1993-09-13, 0.8, 16.3, 11.2, 87, 1.23914, 0
1993-09-14, 0.5, 17.2, 9.7, 83, 2.91607, 0.208433
1993-09-15, 0, 16.6, 12.6, 83, 2.91607, 0.0886472
1993-09-16, 0, 15.7, 12, 69, 5.94989, 0.251146
1993-09-17, 0, 15.9, 9.4, 79, 1.23914, 0.317641
1993-09-18, 0, 16.5, 7.6, 72, 2.36457, 0.736945
1993-09-19, 8.4, 19.9, 4.9, 71, 1.23914, 0.880866
1993-09-20, 7.1, 23.6, 7.4, 73, 1.23914, 0.686991
1993-09-21, 1, 21.3, 14.3, 83, 2.91607, 0.0083221
1993-09-22, 2.6, 22.6, 13.7, 87, 2.36457, 0.125516
1993-09-23, 3.4, 16.6, 12.6, 94, 1.23914, 0
1993-09-24, 0.2, 13.5, 12.1, 95, 3.70896, 0
1993-09-25, 0, 13.3, 11.2, 96, 2.36457, 0
1993-09-26, 3.4, 13.9, 10, 78, 3.70896, 0.248098
1993-09-27, 0.9, 12.5, 8.3, 76, 3.70896, 0
1993-09-28, 0.1, 16.4, 3, 84, 1.23914, 0.294162
1993-09-29, 0, 17.4, 4.6, 78, 1.85302, 0.756984
1993-09-30, 21.9, 14.7, 7.4, 77, 2.36457, 0.183763
1993-10-01, 1, 18, 9.2, 69, 2.91607, 0.352031
1993-10-02, 0, 13.7, 10.4, 92, 2.36457, 0.0531086
1993-10-03, 1.2, 11.6, 9.4, 92, 4.34398, 0
1993-10-04, 2.4, 12.3, 9, 90, 3.70896, 0
1993-10-05, 0, 18.1, 11.9, 88, 2.36457, 0.0630458
1993-10-06, 0, 16.3, 11.8, 88, 1.23914, 0.163067
1993-10-07, 0, 17.7, 9.5, 77, 1.85302, 0.719889
1993-10-08, 0, 15.9, 8.4, 86, 0.836, 0.137494
1993-10-09, 0, 15, 8.3, 79, 1.85302, 0.313498
1993-10-10, 0, 15.4, 5.4, 81, 1.23914, 0.473041
1993-10-11, 0, 17.5, 9.2, 90, 1.85302, 0.0279918
1993-10-12, 0, 16.9, 10.8, 83, 3.70896, 0
1993-10-13, 0, 15.8, 9.5, 81, 2.36457, 0.188854
1993-10-14, 10.3, 16.7, 11.5, 78, 5.01161, 0.208988
1993-10-15, 13, 12.2, 2.9, 91, 0.836, 0
1993-10-16, 0.8, 8.7, 2.1, 92, 0.489613, 0
1993-10-17, 3.3, 9.2, 3.2, 78, 1.85302, 0.348217
1993-10-18, 1.4, 9.2, -0.2, 71, 2.91607, 0.788243
1993-10-19, 9.5, 10.2, 1.1, 73, 1.23914, 0.616804
1993-10-20, 0.8, 7.2, 5, 87, 0.489613, 0
1993-10-21, 0, 7.1, 4.3, 89, 1.23914, 0
1993-10-22, 0, 7.7, 2.8, 83, 4.34398, 0
1993-10-23, 0, 7.1, 4.6, 89, 5.01161, 0
1993-10-24, 0, 6.1, 4.6, 80, 3.70896, 0
1993-10-25, 0, 9.7, 1.1, 82, 0.836, 0.152315
1993-10-26, 6.6, 9.1, 5.5, 78, 0.836, 0
1993-10-27, 0.2, 8.7, 4, 86, 0.836, 0
1993-10-28, 2.7, 8, 0, 89, 2.36457, 0.279217
1993-10-29, 0.1, 11.2, 1.5, 81, 2.36457, 0.665876
1993-10-30, 6.1, 8.7, 1.3, 85, 1.23914, 0.774597
1993-10-31, 0.3, 3.7, 1.4, 90, 0.836, 0
1993-11-01, 0, 3.8, 2.8, 87, 1.23914, 0
1993-11-02, 0, 5.2, 1.1, 90, 0.836, 0.0213172
1993-11-03, 0.4, 5.3, 0.5, 95, 0.489613, 0
1993-11-04, 0.7, 4, 1, 97, 0.836, 0
1993-11-05, 2.4, 3.5, 0.8, 94, 1.23914, 0
1993-11-06, 6.8, 6.3, 2.5, 91, 3.70896, 0
1993-11-07, 2.5, 6.1, 3.9, 97, 0.836, 0
1993-11-08, 0, 7, 5.3, 96, 0.836, 0
1993-11-09, 1.4, 7.3, 5.3, 81, 2.36457, 0
1993-11-10, 1.9, 7.5, 4, 83, 2.91607, 0.100551
1993-11-11, 15.4, 9.5, 3.7, 89, 2.36457, 0.1236
1993-11-12, 4.3, 8.6, 0.8, 84, 0.489613, 0.542402
1993-11-13, 0, 4.4, 0.1, 94, 2.36457, 0.0113635
1993-11-14, 0, 10.8, 2.9, 88, 8.5183, 0.0571331
1993-11-15, 0.1, 4.8, 3.7, 78, 5.01161, 0
1993-11-16, 0, 3.7, 2, 75, 1.23914, 0
1993-11-17, 21.5, 2.9, 0.5, 72, 2.91607, 0
1993-11-18, 1.8, 2.4, -1.9, 69, 1.85302, 0.35024
1993-11-19, 2.6, 1.1, -5.1, 68, 1.85302, 0.774527
1993-11-20, 0, 0.8, -3.9, 82, 2.91607, 0.188722
1993-11-21, 0, -2.6, -7, 80, 1.85302, 0.0118542
1993-11-22, 0.3, -2.5, -5.8, 87, 0.489613, 0
1993-11-23, 0.1, -1.3, -7.7, 88, 0.489613, 0.0359094
1993-11-24, 3.1, -1.6, -8.4, 82, 0.489613, 0
1993-11-25, 0.7, 1.6, -4.5, 85, 0.836, 0.652395
1993-11-26, 0.4, 3.1, -6.4, 88, 0.836, 0.61891
1993-11-27, 1.2, -3.3, -6, 79, 2.36457, 0
1993-11-28, 9.4, -1, -6, 83, 0.836, 0.0734396
1993-11-29, 0.1, 0.1, -7, 75, 1.85302, 0.172062
1993-11-30, 1.8, -3, -7.6, 81, 0.489613, 0.357826
1993-12-01, 1, -1.3, -6.6, 86, 1.23914, 0
1993-12-02, 7.9, 4.7, -4.7, 96, 2.91607, 0
1993-12-03, 0, 9, 4.3, 83, 2.91607, 0
1993-12-04, 0, 9.8, 3.5, 87, 3.70896, 0
1993-12-05, 0, 9.8, 1.6, 81, 3.70896, 0.439517
1993-12-06, 0, 5.4, 2.8, 86, 1.23914, 0
1993-12-07, 0, 3.8, -0.5, 91, 4.34398, 0.0126322
1993-12-08, 0, 9.9, 1.2, 90, 4.34398, 0
1993-12-09, 0, 10.6, 5.2, 63, 10.2005, 0.0507937
1993-12-10, 0, 8.2, 5, 88, 2.91607, 0
1993-12-11, 0, 7.6, 0.3, 82, 4.34398, 0.497478
1993-12-12, 7.9, 3.7, 0.7, 90, 2.91607, 0
1993-12-13, 0, 9.5, 0.9, 93, 2.91607, 0
1993-12-14, 0.7, 7.4, 1.5, 87, 2.36457, 0
1993-12-15, 0, 4.7, 1.1, 87, 5.01161, 0
1993-12-16, 6.4, 5.7, 2.7, 80, 6.688, 0
1993-12-17, 0.1, 5.5, 3.2, 83, 3.70896, 0
1993-12-18, 5.6, 9.9, 4.6, 82, 3.70896, 0
1993-12-19, 0, 13.4, 7.5, 84, 6.688, 0
1993-12-20, 0, 13.4, 0.6, 96, 1.23914, 0
1993-12-21, 0, 7.4, 1.2, 85, 5.01161, 0
1993-12-22, 0, 5, 0.8, 78, 4.34398, 0
1993-12-23, 0, 5.2, 2.5, 78, 5.01161, 0
1993-12-24, 0, 4.4, 1, 96, 4.34398, 0.0128892
1993-12-25, 0, 2.5, -1.4, 80, 2.36457, 0.0257628
1993-12-26, 0, 2, -1, 88, 3.70896, 0.0257419
1993-12-27, 0, 2.6, 0.3, 87, 2.91607, 0.0514319
1993-12-28, 5.7, 1.4, -0.6, 95, 4.34398, 0
1993-12-29, 1.9, 4, 0.8, 94, 5.01161, 0
1993-12-30, 0, 9.3, 3.2, 81, 4.34398, 0
1993-12-31, 0, 10.3, 5.9, 79, 3.70896, 0.319525
1994-01-01, 0, 5.9, 2.2, 78, 2.36457, 0.0637786
1994-01-02, 0.4, 6, 0.2, 89, 4.34398, 0
1994-01-03, 0.5, 7.6, 4.4, 89, 3.70896, 0.190474
1994-01-04, 0.1, 8, 2.3, 80, 4.34398, 0.392651
1994-01-05, 0, 7.5, 3.9, 84, 4.34398, 0
1994-01-06, 0, 7.8, 5.6, 94, 5.01161, 0
1994-01-07, 0, 7.8, 4.8, 85, 1.85302, 0
1994-01-08, 0, 6.3, -0.4, 87, 1.23914, 0.550757
1994-01-09, 0, 5.4, -0.8, 90, 0.836, 0
1994-01-10, 0, 4.3, 1, 86, 2.36457, 0
1994-01-11, 0, 4.9, 1.8, 90, 1.23914, 0.0371572
1994-01-12, 0, 7.2, 4.2, 89, 4.34398, 0
1994-01-13, 0, 11.6, 7.2, 77, 6.688, 0.245797
1994-01-14, 0, 8.1, 3.8, 80, 3.70896, 0.36719
1994-01-15, 0, 5.7, 2.6, 80, 1.85302, 0
1994-01-16, 0.3, 3.9, -0.3, 91, 0.836, 0.0121352
1994-01-17, 1.5, 1.7, -3.9, 75, 0.836, 0.543649
1994-01-18, 2.6, 2.3, -4.9, 75, 2.91607, 0.228491
1994-01-19, 0, 0, -3.4, 85, 2.36457, 0
1994-01-20, 0, 2.7, -2.4, 92, 1.23914, 0.131034
1994-01-21, 0.7, 0.9, -3.6, 88, 1.85302, 0.0355617
1994-01-22, 0.5, 2, 0, 96, 2.91607, 0
1994-01-23, 3.4, 7.9, 1.7, 86, 5.01161, 0
1994-01-24, 0.1, 5.7, 3.1, 75, 2.91607, 0.0233487
1994-01-25, 6.6, 10.3, 4.3, 92, 3.70896, 0
1994-01-26, 0.3, 9.1, 2.1, 81, 6.688, 0.150167
1994-01-27, 0, 9.1, 4.1, 82, 7.45434, 0
1994-01-28, 0, 9, -0.2, 84, 7.45434, 0.274231
1994-01-29, 0, 2.8, 0.3, 81, 3.70896, 0
1994-01-30, 0, 6, 0.8, 86, 5.01161, 0
1994-01-31, 0, 5.5, 3.1, 78, 3.70896, 0.224719
1994-02-01, 0.1, 4, -0.1, 88, 2.36457, 0
1994-02-02, 0, 6.3, 1.8, 76, 1.23914, 0.222158
1994-02-03, 2.1, 3.5, -0.7, 92, 1.23914, 0.12148
1994-02-04, 4.3, 6.8, 2.2, 92, 1.23914, 0.0219588
1994-02-05, 0, 5.6, 1.7, 85, 1.23914, 0
1994-02-06, 0.2, 4.2, 2.2, 95, 0.836, 0
1994-02-07, 0, 3.8, -0.4, 95, 0.489613, 0
1994-02-08, 0, 4.5, -0.4, 90, 1.23914, 0
1994-02-09, 0.9, 5.6, 0.2, 85, 2.36457, 0.170532
1994-02-10, 3, 4.9, 2.9, 85, 4.34398, 0.0635661
1994-02-11, 3.8, 3.6, 1.2, 84, 0.836, 0.063184
1994-02-12, 7.8, 2.3, -0.3, 83, 3.70896, 0.0418687
1994-02-13, 0, 0.2, -10.2, 62, 6.688, 0.332927
1994-02-14, 0, -0.6, -10.2, 61, 3.70896, 0.847963
1994-02-15, 0, 2.5, -7.1, 50, 2.36457, 0.822268
1994-02-16, 2.4, 2.3, -8.4, 55, 1.85302, 0.929658
1994-02-17, 7.4, 1.4, -7.4, 61, 0.489613, 0.528009
1994-02-18, 0.5, 2, -10.2, 63, 1.85302, 0.686283
1994-02-19, 0, 1.7, -10.7, 58, 0.489613, 0.862678
1994-02-20, 3.3, -2, -8.8, 67, 1.85302, 0.568306
1994-02-21, 0, -0.2, -8.4, 75, 1.23914, 0.723418
1994-02-22, 0.9, 0.2, -9.3, 94, 0.137369, 0
1994-02-23, 8.4, 1.8, -0.9, 95, 0.836, 0
1994-02-24, 14.4, 5.6, 0.7, 96, 0.489613, 0
1994-02-25, 4.3, 8.6, 2.8, 88, 1.23914, 0.0967238
1994-02-26, 0, 11.3, 4, 83, 1.85302, 0.336496
1994-02-27, 0, 13.3, 0.2, 78, 0.836, 0.124233
1994-02-28, 0, 12.4, 6.8, 86, 1.23914, 0.189983
1994-03-01, 3.4, 11.8, 4.6, 88, 1.23914, 0.245502
1994-03-02, 2.4, 6.6, 2.8, 92, 3.70896, 0
1994-03-03, 0, 9.5, 1.3, 82, 2.36457, 0.373212
1994-03-04, 0.4, 9.8, 3.9, 66, 2.36457, 0.565776
1994-03-05, 0, 12.9, -1.6, 68, 1.85302, 0.626977
1994-03-06, 0, 10.6, 5, 61, 3.70896, 0.467465
1994-03-07, 0, 8.5, 6.2, 83, 3.70896, 0
1994-03-08, 0, 11.7, 8.2, 89, 2.91607, 0
1994-03-09, 0, 18, 10.3, 77, 2.91607, 0.36025
1994-03-10, 0, 13.6, 5.5, 61, 2.91607, 0.438748
1994-03-11, 0, 14.3, -1.7, 72, 1.23914, 0.56975
1994-03-12, 0, 9.6, 5.3, 81, 2.36457, 0.00885116
1994-03-13, 1.3, 10, 3.9, 78, 7.45434, 0.017601
1994-03-14, 1.2, 12, 5.1, 67, 5.94989, 0.376264
1994-03-15, 0.8, 10.6, 6.8, 86, 5.94989, 0
1994-03-16, 0, 7.7, 3.4, 76, 4.34398, 0.346063
1994-03-17, 1.6, 5.2, 0.5, 91, 6.688, 0.559192
1994-03-18, 0.4, 6.2, 1, 92, 2.91607, 0
1994-03-19, 1.5, 8.5, 4, 78, 5.94989, 0.0510434
1994-03-20, 0.4, 7, -0.2, 70, 3.70896, 0.287645
1994-03-21, 0, 10.1, 0.8, 69, 0.836, 0.437504
1994-03-22, 0.6, 10.8, -1.6, 70, 2.36457, 0.351433
1994-03-23, 0, 12, 7.4, 82, 5.94989, 0
1994-03-24, 0.4, 13.8, 9, 70, 7.45434, 0.389008
1994-03-25, 0, 14.9, 7, 84, 6.688, 0.0411607
1994-03-26, 0, 10, 3.6, 80, 5.94989, 0.491282
1994-03-27, 2, 7.5, -0.2, 72, 1.23914, 0.472375
1994-03-28, 0.5, 11.1, 0.4, 65, 2.91607, 0.275443
1994-03-29, 0, 15.3, 9.6, 78, 4.34398, 0.0967032
1994-03-30, 0, 19, 7.6, 65, 2.36457, 0.745527
1994-03-31, 0, 15.1, 6.8, 63, 4.34398, 0.295065
1994-04-01, 0, 13.9, 7.5, 61, 6.688, 0.404608
1994-04-02, 0.7, 9.5, 2.1, 71, 2.91607, 0.599848
1994-04-03, 1.9, 7.6, 2.1, 69, 1.85302, 0.557524
1994-04-04, 3, 5.8, 0.5, 79, 6.688, 0
1994-04-05, 0, 7.1, 1.1, 79, 3.70896, 0.217652
1994-04-06, 0, 9.2, 0.9, 87, 1.23914, 0.201094
1994-04-07, 0, 9, -0.3, 81, 0.137369, 0.207791
1994-04-08, 0, 9.4, 0.3, 77, 1.85302, 0.183791
1994-04-09, 0, 8.7, 1, 89, 5.01161, 0.228614
1994-04-10, 0.3, 8.9, 0, 72, 1.85302, 0.0834174
1994-04-11, 0, 9.2, 1.8, 73, 2.91607, 0.143389
1994-04-12, 0.5, 13.1, 6.4, 74, 5.01161, 0.435617
1994-04-13, 0, 10, 5.5, 83, 6.688, 0
1994-04-14, 0, 8.6, 2.8, 64, 2.91607, 0.275268
1994-04-15, 0, 12.5, -0.9, 58, 1.85302, 0.614603
1994-04-16, 0, 14.2, 3.5, 62, 3.70896, 0.486452
1994-04-17, 0.5, 11.4, 5.6, 64, 4.34398, 0
1994-04-18, 0, 11.9, 2.3, 50, 2.36457, 0.883674
1994-04-19, 0, 12.5, -0.9, 62, 0.836, 0.632495
1994-04-20, 0, 15.3, 0.2, 56, 0.836, 0.680322
1994-04-21, 0, 18.1, 7.3, 50, 0.836, 0.482756
1994-04-22, 0, 20, 9.1, 59, 1.85302, 0.265424
1994-04-23, 0, 21.6, 8.5, 64, 1.85302, 0.714235
1994-04-24, 3.7, 20.2, 11.4, 76, 0.836, 0.504919
1994-04-25, 5.6, 20.7, 10.1, 69, 2.36457, 0.538168
1994-04-26, 0.4, 18.3, 8.3, 66, 2.36457, 0.528841
1994-04-27, 1.6, 18.8, 9.2, 76, 0.836, 0.182565
1994-04-28, 0.9, 20.6, 12.1, 79, 1.23914, 0.18181
1994-04-29, 0, 25.1, 9.2, 69, 0.836, 0.724264
1994-04-30, 0, 25.3, 9.6, 62, 2.36457, 0.457771
1994-05-01, 0, 17.2, 6.7, 58, 2.36457, 0.766813
1994-05-02, 0.2, 14.7, 1.3, 62, 2.36457, 0.798192
1994-05-03, 2.9, 19.7, 2.6, 48, 2.91607, 0.815645
1994-05-04, 13.2, 15.5, 6.6, 86, 1.23914, 0.129728
1994-05-05, 12.6, 12, 6.9, 82, 3.70896, 0.224463
1994-05-06, 2.3, 12.7, 6.5, 88, 1.85302, 0.00677647
1994-05-07, 0.5, 20.6, 11.4, 68, 1.23914, 0.459101
1994-05-08, 0.7, 20.8, 9.5, 57, 3.70896, 0.5987
1994-05-09, 1.8, 15, 10.6, 85, 2.36457, 0.107246
1994-05-10, 0, 20.2, 8.5, 76, 2.36457, 0.541024
1994-05-11, 0, 20.1, 9.9, 58, 2.36457, 0.732181
1994-05-12, 0, 22.7, 9, 58, 1.23914, 0.650087
1994-05-13, 0, 20.8, 10.2, 67, 1.23914, 0.53552
1994-05-14, 0, 24, 8.6, 71, 2.91607, 0.39538
1994-05-15, 0, 22, 12.7, 60, 2.91607, 0.696255
1994-05-16, 0, 24.5, 8, 63, 1.85302, 0.766082
1994-05-17, 0.5, 22.4, 13.2, 57, 2.36457, 0.881208
1994-05-18, 0.2, 18.2, 9.6, 88, 2.36457, 0
1994-05-19, 7.9, 14.1, 12.2, 84, 5.01161, 0
1994-05-20, 5.9, 17, 11.2, 83, 1.23914, 0.0388182
1994-05-21, 0.2, 16.8, 11.8, 93, 2.91607, 0.0645144
1994-05-22, 0, 19.7, 10.2, 67, 2.36457, 0.585466
1994-05-23, 0, 16.8, 11.2, 84, 0.137369, 0.153995
1994-05-24, 0, 21, 8.9, 79, 0.836, 0.339185
1994-05-25, 0, 17.5, 12.4, 85, 1.85302, 0.0766022
1994-05-26, 0, 17.6, 9.3, 92, 1.23914, 0.0827818
1994-05-27, 0, 14.6, 9.1, 79, 1.85302, 0.298576
1994-05-28, 0, 17, 4.5, 75, 1.85302, 0.158451
1994-05-29, 0, 12.7, 6.3, 80, 1.23914, 0.0126479
1994-05-30, 0, 16.4, 2, 63, 0.836, 0.675213
1994-05-31, 0, 20.6, 3.4, 55, 1.23914, 0.862742
1994-06-01, 0, 24.8, 6, 51, 1.23914, 0.798185
1994-06-02, 0, 23.6, 11.2, 80, 2.91607, 0.163098
1994-06-03, 0, 19.5, 13, 63, 4.34398, 0.513455
1994-06-04, 0, 14.8, 9.2, 73, 5.94989, 0.200027
1994-06-05, 0, 15.3, 9.2, 81, 4.34398, 0.449323
1994-06-06, 0, 17.3, 7.3, 68, 1.23914, 0.467319
1994-06-07, 10.9, 23.5, 12.7, 71, 1.23914, 0.6844
1994-06-08, 0, 23.7, 9.6, 77, 1.23914, 0.497062
1994-06-09, 0, 17.3, 9.2, 61, 3.70896, 0.484015
1994-06-10, 0.1, 15.6, 9.3, 80, 2.91607, 0.334688
1994-06-11, 0, 17.3, 7.6, 65, 2.36457, 0.420997
1994-06-12, 5.7, 20.9, 7.4, 62, 1.85302, 0.804037
1994-06-13, 4.4, 20.7, 10.4, 63, 1.85302, 0.358397
1994-06-14, 0, 25.3, 12.3, 50, 1.85302, 0.858216
1994-06-15, 0, 20.2, 11.4, 58, 2.91607, 0.592297
1994-06-16, 1.8, 18.1, 12, 73, 4.34398, 0.0184977
1994-06-17, 1, 16.5, 10.6, 79, 2.36457, 0.00616261
1994-06-18, 2, 25.7, 9.3, 54, 2.91607, 0.351116
1994-06-19, 4.3, 27.3, 11.5, 46, 2.91607, 0.818993
1994-06-20, 10.7, 22.5, 12.2, 71, 2.36457, 0.20316
1994-06-21, 0.3, 23.5, 13.7, 61, 2.36457, 0.480126
1994-06-22, 4.3, 22.4, 18, 63, 5.01161, 0.418551
1994-06-23, 0, 24.3, 11.6, 53, 2.36457, 0.874075
1994-06-24, 3.1, 27, 9.6, 49, 2.91607, 0.868047
1994-06-25, 7.8, 31, 13, 50, 2.36457, 0.695837
1994-06-26, 2.5, 30.7, 18.5, 68, 1.85302, 0.640634
1994-06-27, 0, 30, 18.9, 70, 3.70896, 0.690214
1994-06-28, 11.6, 30.4, 17.9, 78, 2.36457, 0.499438
1994-06-29, 8.2, 29.2, 20.4, 75, 2.36457, 0.28998
1994-06-30, 2.7, 25, 14.3, 60, 2.36457, 0.833523
1994-07-01, 1.3, 28, 13.5, 58, 1.23914, 0.821846
1994-07-02, 1.4, 30.5, 14.9, 61, 2.36457, 0.649418
1994-07-03, 0, 33.2, 17.5, 54, 0.489613, 0.786277
1994-07-04, 0.7, 30.1, 18.3, 77, 3.70896, 0.39667
1994-07-05, 0, 26.5, 17, 70, 1.23914, 0.608125
1994-07-06, 0, 26.4, 13.8, 63, 1.85302, 0.646186
1994-07-07, 0, 21.6, 14.4, 75, 2.91607, 0.416865
1994-07-08, 0, 23.5, 10.3, 60, 2.36457, 0.772641
1994-07-09, 0, 22.6, 15, 71, 1.23914, 0.156016
1994-07-10, 0, 25.9, 12, 61, 0.836, 0.756359
1994-07-11, 4.6, 29.1, 13.2, 55, 2.36457, 0.84533
1994-07-12, 3.2, 30.3, 16.5, 52, 2.36457, 0.865684
1994-07-13, 3.8, 32, 17.2, 63, 0.836, 0.653639
1994-07-14, 6.7, 29.4, 16.4, 75, 2.36457, 0.340063
1994-07-15, 0, 27.3, 16.4, 74, 0.836, 0.517459
1994-07-16, 0, 28.1, 16.1, 68, 1.23914, 0.474302
1994-07-17, 9.6, 27.7, 17, 71, 1.85302, 0.272539
1994-07-18, 1.8, 25.2, 17.4, 83, 1.85302, 0.152466
1994-07-19, 2.4, 22.4, 17.1, 69, 2.36457, 0.0254717
1994-07-20, 0, 23.6, 16.5, 61, 2.36457, 0.0063836
1994-07-21, 0, 28.4, 15.1, 61, 1.23914, 0.486386
1994-07-22, 0, 30.9, 15.5, 52, 1.23914, 0.757152
1994-07-23, 1.4, 30.9, 16, 50, 1.23914, 0.611209
1994-07-24, 5.4, 31.8, 15.3, 49, 1.23914, 0.858054
1994-07-25, 2.6, 31.2, 15.7, 73, 0.836, 0.452886
1994-07-26, 0, 31.9, 17.6, 60, 1.23914, 0.76565
1994-07-27, 0, 33, 18, 47, 0.836, 0.748399
1994-07-28, 0, 33.8, 18.4, 60, 1.23914, 0.639702
1994-07-29, 0.2, 28, 18.6, 61, 1.23914, 0.117861
1994-07-30, 2.6, 31.5, 17.1, 65, 1.23914, 0.315291
1994-07-31, 0.5, 32.2, 17.4, 52, 2.36457, 0.843492
1994-08-01, 0.3, 29.7, 20.1, 60, 2.36457, 0.694206
1994-08-02, 0, 29.1, 16.4, 53, 1.23914, 0.81594
1994-08-03, 0, 32.7, 15.8, 50, 0.836, 0.871977
1994-08-04, 0, 33.8, 17.2, 47, 1.23914, 0.801533
1994-08-05, 0, 34, 17.8, 69, 1.85302, 0.496025
1994-08-06, 0, 27.8, 17.5, 76, 1.85302, 0.511259
1994-08-07, 0, 22.3, 17.9, 86, 2.91607, 0.128281
1994-08-08, 0, 23.1, 15.2, 84, 2.36457, 0.101649
1994-08-09, 0, 27, 14, 60, 2.91607, 0.748226
1994-08-10, 0, 27.3, 15.6, 78, 2.91607, 0.286774
1994-08-11, 0, 23.2, 18.2, 66, 3.70896, 0.466093
1994-08-12, 0, 19, 15.6, 86, 3.70896, 0.0550489
1994-08-13, 0, 19.5, 13.2, 63, 3.70896, 0.442136
1994-08-14, 0, 17.1, 8, 78, 2.91607, 0.457781
1994-08-15, 0, 21.1, 6.5, 60, 1.85302, 0.884458
1994-08-16, 0, 24, 6.6, 61, 0.836, 0.797184
1994-08-17, 0, 23.7, 10.3, 74, 2.91607, 0.301941
1994-08-18, 0, 18.8, 11.5, 70, 5.94989, 0.162182
1994-08-19, 0.1, 18.1, 11.2, 87, 2.91607, 0.0424879
1994-08-20, 0, 22.7, 12.9, 68, 0.836, 0.497819
1994-08-21, 0, 24.3, 9.3, 71, 1.23914, 0.478549
1994-08-22, 0, 27.7, 13, 69, 0.836, 0.459122
1994-08-23, 0, 28, 16.1, 76, 1.23914, 0.641289
1994-08-24, 0, 24.6, 16.8, 73, 1.85302, 0.419783
1994-08-25, 1.4, 20.3, 13.3, 76, 1.85302, 0.203567
1994-08-26, 0.1, 21.6, 9.5, 75, 1.85302, 0.277524
1994-08-27, 7.4, 21.3, 15.5, 86, 1.23914, 0.190756
1994-08-28, 1.7, 20.6, 12.5, 64, 2.36457, 0.449611
1994-08-29, 0.3, 19.4, 8.3, 65, 2.36457, 0.710884
1994-08-30, 0, 19.9, 8.2, 70, 1.23914, 0.133917
1994-08-31, 0.8, 23.6, 8.5, 73, 1.85302, 0.396181
1994-09-01, 0.1, 23.1, 15.2, 74, 1.85302, 0.36052
1994-09-02, 0, 22.2, 10, 73, 1.23914, 0.603759
1994-09-03, 0.1, 20, 11.2, 58, 2.91607, 0.27301
1994-09-04, 2.1, 20.4, 10.6, 66, 1.23914, 0.152413
1994-09-05, 0, 18.6, 14.8, 85, 2.36457, 0.0382909
1994-09-06, 0.5, 16.7, 9, 84, 2.36457, 0.0538731
1994-09-07, 0, 16.4, 12, 95, 0.836, 0
1994-09-08, 0, 16.4, 12, 94, 4.34398, 0
1994-09-09, 0, 16.8, 10.3, 73, 3.70896, 0.125005
1994-09-10, 0, 18.1, 10.5, 78, 3.70896, 0.526129
1994-09-11, 8.8, 18.3, 9, 79, 1.23914, 0.307825
